trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 0.6967067093471655}",30,0,-190.06671407465063,"{0: 15, 1: 3, 2: 7, 3: 4, 4: 1}",0
2,False,"{'a': 0.8, 'e': 0.029199522301288815}",30,0,-24.781705245030533,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
3,False,"{'a': 0.8, 'e': 0.7373937155412458}",20,0,-72.22540014738992,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
4,False,"{'a': 0.8, 'e': 0.9982947757947531}",25,0,-131.89235215660435,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
5,False,"{'a': 0.8, 'e': 0.6536436208636119}",35,0,-36.509083476619026,"{0: 29, 1: 1, 2: 3, 3: 2, 4: 0}",0
6,False,"{'a': 0.8, 'e': 0.08749898343944729}",25,7,-54.764089900001835,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
7,False,"{'a': 0.8, 'e': 0.7755658785102502}",25,0,-67.63759319217824,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
8,False,"{'a': 0.8, 'e': 0.9931849187581926}",25,0,-109.74838794903336,"{0: 11, 1: 7, 2: 5, 3: 2, 4: 0}",0
9,False,"{'a': 0.8, 'e': 0.6083513145322546}",20,0,-89.24996868228715,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
10,False,"{'a': 0.8, 'e': 0.14550003380861354}",25,13,18.01717816391262,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.8, 'e': 0.811093014061656}",20,0,-132.43039250221648,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
12,False,"{'a': 0.8, 'e': 0.9846878557941267}",20,0,-87.40812341433731,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
13,False,"{'a': 0.8, 'e': 0.5609842574272288}",25,0,-112.76346305465998,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
14,False,"{'a': 0.8, 'e': 0.20300486381875216}",20,12,14.104902668552358,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,False,"{'a': 0.8, 'e': 0.8438539587324921}",20,0,-51.246764741234315,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
16,False,"{'a': 0.8, 'e': 0.9728325656974354}",30,0,-75.08327148313585,"{0: 21, 1: 1, 2: 7, 3: 1, 4: 0}",0
17,False,"{'a': 0.8, 'e': 0.5117039924531475}",20,0,-95.95630888411853,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
18,False,"{'a': 0.8, 'e': 0.25981735621375585}",25,7,10.071807952881825,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.8, 'e': 0.8737369830110809}",20,0,-71.5100430090676,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
20,False,"{'a': 0.8, 'e': 0.9576594803233847}",20,16,6.223736379771819,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,False,"{'a': 0.8, 'e': 0.46067858741136253}",20,2,-101.83284665257604,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
22,False,"{'a': 0.8, 'e': 0.31574375491924334}",30,4,-36.526336322449055,"{0: 20, 1: 4, 2: 1, 3: 0, 4: 1}",1
23,False,"{'a': 0.8, 'e': 0.90064017238477}",25,1,-84.25799364804381,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 1}",1
24,False,"{'a': 0.8, 'e': 0.9392203466968696}",30,0,-145.6803563594166,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
25,False,"{'a': 0.8, 'e': 0.40808206181339196}",30,21,-9.058598203698663,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
26,False,"{'a': 0.8, 'e': 0.37059332583764143}",30,0,-15.997807154721004,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
27,False,"{'a': 0.8, 'e': 0.9244717749141217}",25,0,-55.734427303458055,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
28,False,"{'a': 0.8, 'e': 0.9175780505318598}",20,0,-139.16416617513624,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
29,False,"{'a': 0.8, 'e': 0.35409379339635566}",20,8,13.681261483347967,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.8, 'e': 0.4241790073369969}",35,16,-58.16979808668309,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
31,False,"{'a': 0.8, 'e': 0.9451505141481711}",25,0,-102.28387534610836,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
32,False,"{'a': 0.8, 'e': 0.8928064017629097}",20,0,-50.43938607146039,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
33,False,"{'a': 0.8, 'e': 0.2988979063644682}",20,4,-11.0023440757093,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
34,False,"{'a': 0.8, 'e': 0.47631804821501833}",25,18,3.4989128302781327,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
35,False,"{'a': 0.8, 'e': 0.9626058663135666}",25,0,-165.14207993356945,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
36,False,"{'a': 0.8, 'e': 0.8649898828201886}",20,0,-136.2894533798112,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
37,False,"{'a': 0.8, 'e': 0.24268264344292018}",25,0,-41.81291877232793,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
38,False,"{'a': 0.8, 'e': 0.5268326309626121}",25,0,-104.09947064906505,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
39,False,"{'a': 0.8, 'e': 0.9767783008322618}",30,0,-217.02179498737655,"{0: 18, 1: 4, 2: 2, 3: 2, 4: 4}",0
40,False,"{'a': 0.8, 'e': 0.8342233605065102}",30,0,-128.97127359547434,"{0: 16, 1: 6, 2: 4, 3: 4, 4: 0}",1
41,False,"{'a': 0.8, 'e': 0.1856397238857843}",20,8,-6.123873567274973,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
42,False,"{'a': 0.8, 'e': 0.5755504782013432}",30,21,12.14870900053327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.8, 'e': 0.9876194833474773}",20,0,-80.61289585546233,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.8, 'e': 0.8006117624589936}",30,0,-93.10755163623892,"{0: 17, 1: 3, 2: 10, 3: 0, 4: 0}",0
45,False,"{'a': 0.8, 'e': 0.12796368962740468}",20,14,11.954431567379743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.8, 'e': 0.6223054402265364}",20,0,-69.85541875466943,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
47,False,"{'a': 0.8, 'e': 0.9950924405655388}",20,0,-114.18463725187144,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
48,False,"{'a': 0.8, 'e': 0.7642697192987757}",20,14,-1.1349180937017662,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.8, 'e': 0.06985124180712729}",20,8,19.993391656709903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.8, 'e': 0.6669380616522619}",25,0,-37.972796136854875,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
51,False,"{'a': 0.8, 'e': 0.9991716863513789}",35,0,-212.79156242032911,"{0: 21, 1: 5, 2: 5, 3: 0, 4: 4}",0
52,False,"{'a': 0.8, 'e': 0.7253211736891914}",20,0,-106.80312244829017,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
53,False,"{'a': 0.8, 'e': 0.011500569930257757}",20,9,23.735481832229915,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,5,22.850045591806936,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,16,7.2455819631659875,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,0,34.3121910871274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",25,10,23.328469258416312,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,13,14.161415077817196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,2,22.0519396862858,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,6,22.280582209177915,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,18,12.676822934518805,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,10,19.024138872625752,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,0,37.493575947922636,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0.0, 'e': 0.0}",35,27,12.92803627244989,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,7,23.936864414477313,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",30,18,18.417031889609188,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,10,17.45072617001979,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,13,23.3362479194164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",20,0,27.367491194720984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
