trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 0.97}",25,0,-196.36185665717593,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
2,False,"{'a': 0.8, 'e': 0.9409}",30,0,-237.02482460344729,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 5}",0
3,False,"{'a': 0.8, 'e': 0.912673}",20,0,-58.82723145820926,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
4,False,"{'a': 0.8, 'e': 0.8852928099999999}",20,0,-138.82480209684041,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
5,False,"{'a': 0.8, 'e': 0.8587340256999999}",30,0,-199.76514397866646,"{0: 19, 1: 3, 2: 3, 3: 1, 4: 4}",0
6,False,"{'a': 0.8, 'e': 0.8329720049289999}",20,4,-53.22331316809509,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
7,False,"{'a': 0.8, 'e': 0.8079828447811299}",35,0,-188.51436576005437,"{0: 22, 1: 5, 2: 3, 3: 2, 4: 3}",0
8,False,"{'a': 0.8, 'e': 0.783743359437696}",30,0,-191.95949124101236,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 4}",0
9,False,"{'a': 0.8, 'e': 0.7602310586545651}",30,17,4.942240839086609,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
10,False,"{'a': 0.8, 'e': 0.7374241268949281}",25,0,-93.44539130851227,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
11,False,"{'a': 0.8, 'e': 0.7153014030880802}",25,1,-41.36248966580409,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
12,False,"{'a': 0.8, 'e': 0.6938423609954378}",20,0,-69.68103810836399,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
13,False,"{'a': 0.8, 'e': 0.6730270901655747}",30,8,-56.440358961739456,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 2}",1
14,False,"{'a': 0.8, 'e': 0.6528362774606075}",25,0,-176.2397640037424,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
15,False,"{'a': 0.8, 'e': 0.6332511891367892}",25,0,-100.1578783036474,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
16,False,"{'a': 0.8, 'e': 0.6142536534626856}",25,0,-108.36585573853192,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
17,False,"{'a': 0.8, 'e': 0.595826043858805}",20,0,-33.11890161826987,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",1
18,False,"{'a': 0.8, 'e': 0.5779512625430409}",20,0,-45.611792496491674,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
19,False,"{'a': 0.8, 'e': 0.5606127246667496}",25,0,-112.11554087354843,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
20,False,"{'a': 0.8, 'e': 0.5437943429267471}",25,0,-70.26480794898855,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
21,False,"{'a': 0.8, 'e': 0.5274805126389447}",30,10,-116.40838794799845,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",1
22,False,"{'a': 0.8, 'e': 0.5116560972597763}",20,2,-40.04932482114194,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
23,False,"{'a': 0.8, 'e': 0.496306414341983}",20,13,-21.024253525271778,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
24,False,"{'a': 0.8, 'e': 0.48141722191172354}",25,0,-94.71224099140774,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
25,False,"{'a': 0.8, 'e': 0.4669747052543718}",25,0,-7.396417333192624,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
26,False,"{'a': 0.8, 'e': 0.4529654640967406}",25,0,13.057307521109944,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
27,False,"{'a': 0.8, 'e': 0.4393765001738384}",20,13,0.03876974754205298,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.8, 'e': 0.42619520516862325}",25,14,16.68825756409162,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,False,"{'a': 0.8, 'e': 0.4134093490135645}",20,15,9.009452076584449,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.8, 'e': 0.4010070685431576}",20,12,-6.255584001786384,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
31,False,"{'a': 0.8, 'e': 0.38897685648686287}",20,11,3.041778629441562,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.8, 'e': 0.377307550792257}",20,3,-49.415554588481186,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
33,False,"{'a': 0.8, 'e': 0.36598832426848926}",20,0,-68.44819891323984,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
34,False,"{'a': 0.8, 'e': 0.35500867454043455}",20,0,-48.36550890800783,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.8, 'e': 0.3443584143042215}",35,0,-64.83065610301182,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 1}",0
36,False,"{'a': 0.8, 'e': 0.3340276618750948}",25,18,-6.5790973820978635,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
37,False,"{'a': 0.8, 'e': 0.32400683201884195}",25,4,22.854773466106906,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.8, 'e': 0.3142866270582767}",20,11,-0.295157999502359,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.8, 'e': 0.3048580282465284}",25,17,4.023918285434546,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
40,False,"{'a': 0.8, 'e': 0.2957122873991326}",35,0,-38.197985288603824,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
41,False,"{'a': 0.8, 'e': 0.2868409187771586}",20,5,13.201184395553792,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
42,False,"{'a': 0.8, 'e': 0.27823569121384384}",20,2,-98.97681688013776,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 2}",1
43,False,"{'a': 0.8, 'e': 0.2698886204774285}",20,0,-82.23843762650208,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
44,False,"{'a': 0.8, 'e': 0.26179196186310566}",20,6,-34.66729054939882,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
45,False,"{'a': 0.8, 'e': 0.2539382030072125}",20,0,-12.849821848999865,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
46,False,"{'a': 0.8, 'e': 0.2463200569169961}",30,0,-9.475415288026612,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.8, 'e': 0.23893045520948622}",20,0,-24.266609860631096,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
48,False,"{'a': 0.8, 'e': 0.23176254155320164}",20,0,-15.237336282467568,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
49,False,"{'a': 0.8, 'e': 0.2248096653066056}",25,6,6.994879109323627,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
50,False,"{'a': 0.8, 'e': 0.21806537534740741}",30,5,2.369284459778001,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
51,False,"{'a': 0.8, 'e': 0.2115234140869852}",20,10,3.301835183452698,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.8, 'e': 0.20517771166437562}",20,10,-7.823964456751032,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
53,False,"{'a': 0.8, 'e': 0.19902238031444436}",25,0,3.179577610891325,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
54,False,"{'a': 0.8, 'e': 0.19305170890501103}",20,10,3.1192056262959467,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
55,False,"{'a': 0.8, 'e': 0.1872601576378607}",20,12,-26.270533515028166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
56,False,"{'a': 0.8, 'e': 0.18164235290872485}",25,16,4.608911954809278,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.8, 'e': 0.1761930823214631}",30,21,2.7046390021760462,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.8, 'e': 0.17090728985181922}",20,13,-30.58258430958689,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
59,False,"{'a': 0.8, 'e': 0.16578007115626464}",20,6,23.270281581160575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.8, 'e': 0.1608066690215767}",20,10,7.000144033701465,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
61,False,"{'a': 0.8, 'e': 0.1559824689509294}",20,5,16.032975054366474,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.8, 'e': 0.1513029948824015}",25,14,20.00913851581419,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.8, 'e': 0.14676390503592945}",30,15,12.180807496527306,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
64,False,"{'a': 0.8, 'e': 0.14236098788485158}",20,12,13.043975937180523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,False,"{'a': 0.8, 'e': 0.13809015824830603}",20,13,12.055224747089804,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.8, 'e': 0.13394745350085685}",20,6,20.667924233644506,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.8, 'e': 0.12992902989583113}",20,3,15.196960859980722,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.8, 'e': 0.1260311589989562}",25,3,36.52239621594083,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.8, 'e': 0.12225022422898751}",30,16,-15.571397145505983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
70,False,"{'a': 0.8, 'e': 0.11858271750211788}",25,17,5.888877651891262,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.8, 'e': 0.11502523597705434}",35,7,8.494530316676949,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 0}",1
72,False,"{'a': 0.8, 'e': 0.1115744788977427}",25,8,31.453283409012585,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,False,"{'a': 0.8, 'e': 0.10822724453081042}",25,14,-20.253297781311247,"{0: 9, 1: 0, 2: 0, 3: 2, 4: 0}",1
74,False,"{'a': 0.8, 'e': 0.10498042719488611}",25,12,9.803867078688647,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.8, 'e': 0.10183101437903952}",20,14,11.320434198652501,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.8, 'e': 0.09877608394766833}",30,2,-10.469565142835739,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.8, 'e': 0.09581280142923829}",20,8,18.832067903481473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.8, 'e': 0.09293841738636113}",20,6,-20.591217529901275,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.8, 'e': 0.09015026486477029}",25,17,9.213127656335653,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
80,False,"{'a': 0.8, 'e': 0.08744575691882718}",25,15,16.061303695619316,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,False,"{'a': 0.8, 'e': 0.08482238421126237}",20,15,9.88878950717714,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.8, 'e': 0.0822777126849245}",20,0,10.081449680884228,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.8, 'e': 0.07980938130437676}",25,4,-0.03115672133905667,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
84,False,"{'a': 0.8, 'e': 0.07741509986524546}",30,16,28.18375071370811,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.8, 'e': 0.0750926468692881}",30,19,21.126309391612605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.8, 'e': 0.07283986746320946}",20,16,8.493188789808075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.8, 'e': 0.07065467143931317}",20,12,4.594094759937383,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.8, 'e': 0.06853503129613378}",20,0,20.16584383040743,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
89,False,"{'a': 0.8, 'e': 0.06647898035724976}",25,13,8.834220233141515,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
90,False,"{'a': 0.8, 'e': 0.06448461094653227}",25,17,15.241755524459732,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.8, 'e': 0.06255007261813629}",20,8,9.799017145401265,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.8, 'e': 0.0606735704395922}",25,16,16.56199107397517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.8, 'e': 0.05885336332640443}",25,13,-11.038312972688999,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.057087762426612294}",20,9,23.590627451157104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.8, 'e': 0.05537512955381393}",20,9,21.68190850621041,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.8, 'e': 0.053713875667199505}",25,17,16.11097325671438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.8, 'e': 0.05210245939718352}",20,10,15.175473482871006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.8, 'e': 0.05053938561526801}",20,0,-19.570681170756135,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
99,False,"{'a': 0.8, 'e': 0.049023204046809966}",35,16,9.519111845885083,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.04755250792540567}",30,23,10.935326855814404,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.0461259326876435}",25,0,26.432098493228587,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
102,False,"{'a': 0.8, 'e': 0.04474215470701419}",25,12,10.237000009088824,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.8, 'e': 0.04339989006580376}",20,16,6.504583523102278,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.042097893363829644}",30,8,34.61148594477803,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.8, 'e': 0.040834956562914755}",20,16,9.03933634810492,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.8, 'e': 0.03960990786602731}",25,1,38.48401150591987,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.8, 'e': 0.03842161063004649}",20,11,10.954451082373595,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 0.03726896231114509}",30,21,15.791052147775341,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.03615089344181074}",30,15,23.848038630240115,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.8, 'e': 0.03506636663855641}",20,6,17.983462373929935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.8, 'e': 0.03401437563939972}",20,13,14.202399438436888,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.8, 'e': 0.03299394437021773}",30,0,48.057746059712855,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.8, 'e': 0.032004126039111194}",20,6,14.863820049944305,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.8, 'e': 0.031044002257937856}",20,8,22.18828964759018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.8, 'e': 0.03011268219019972}",20,11,-25.022057562173263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
116,False,"{'a': 0.8, 'e': 0.029209301724493725}",30,20,19.60716585580607,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.8, 'e': 0.028333022672758914}",20,16,6.949699978272534,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.027483031992576144}",25,3,38.019796986907664,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.026658541032798858}",25,18,14.354079131927998,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.8, 'e': 0.02585878480181489}",20,15,8.398659698694395,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.8, 'e': 0.025083021257760445}",30,20,17.039695809710384,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.024330530620027633}",20,11,5.638305482293839,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,21,16.272460922015636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,8,21.374470825559705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,12,24.525675758993494,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,15,20.664589451531757,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,16,20.873357540495295,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,19,19.23669781091508,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,10,18.771311822150576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,13,19.97747822136607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,12,14.382306469631427,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,15,7.108113637109634,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",35,13,41.89738829601843,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,20,10.09634825988644,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",30,20,20.129174927717877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,7,29.811005001560588,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",35,21,29.9758159781584,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
