trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 1.0}",25,0,-112.02568731944564,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",1
2,False,"{'a': 0.8, 'e': 0.25}",25,0,-151.8587477978152,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
3,False,"{'a': 0.8, 'e': 0.1111111111111111}",25,0,-80.90772935205932,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
4,False,"{'a': 0.8, 'e': 0.0625}",25,0,-51.96698501889103,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
5,False,"{'a': 0.8, 'e': 0.04}",25,0,-68.17426479430026,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
6,False,"{'a': 0.8, 'e': 0.027777777777777776}",20,0,-20.97036950177122,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
7,False,"{'a': 0.8, 'e': 0.02040816326530612}",25,0,31.11539207119059,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,False,"{'a': 0.8, 'e': 0.015625}",25,0,-19.043952868817662,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
9,False,"{'a': 0.8, 'e': 0.012345679012345678}",35,0,-49.69404829621007,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
10,False,"{'a': 0.8, 'e': 0.01}",20,0,28.038318164039204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,False,"{'a': 0.8, 'e': 0.008264462809917356}",20,0,5.020281777688373,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
12,False,"{'a': 0.8, 'e': 0.006944444444444444}",20,0,12.001206216272731,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
13,False,"{'a': 0.8, 'e': 0.005917159763313609}",20,0,-63.951603679600375,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
14,False,"{'a': 0.8, 'e': 0.00510204081632653}",25,0,-20.464295410687047,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
15,False,"{'a': 0.8, 'e': 0.0044444444444444444}",25,0,15.096981929501764,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
16,False,"{'a': 0.8, 'e': 0.00390625}",25,0,29.18362664879633,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.8, 'e': 0.0034602076124567475}",20,0,11.699266370397861,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.8, 'e': 0.0030864197530864196}",20,5,0.5864731840706034,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
19,False,"{'a': 0.8, 'e': 0.002770083102493075}",25,0,4.526449599244945,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.8, 'e': 0.0025}",20,0,24.63402398996277,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",25,0,27.845351379536673,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",20,8,16.566952377525542,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,0,25.018772218678194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",25,3,31.275229928016252,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",35,0,31.576791033175056,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
6,True,"{'a': 0.0, 'e': 0.0}",30,0,-6.525678299113498,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
7,True,"{'a': 0.0, 'e': 0.0}",20,0,4.727758712100872,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",25,0,-46.61042785767537,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
9,True,"{'a': 0.0, 'e': 0.0}",25,0,-0.6817363683407127,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
10,True,"{'a': 0.0, 'e': 0.0}",35,18,20.04634132274904,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
