trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 0.97}",30,0,-189.53189848264583,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
2,False,"{'a': 0.8, 'e': 0.9409}",20,0,-136.94870920190485,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
3,False,"{'a': 0.8, 'e': 0.912673}",25,0,-78.52424586607457,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
4,False,"{'a': 0.8, 'e': 0.8852928099999999}",25,0,-112.09854572847024,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
5,False,"{'a': 0.8, 'e': 0.8587340256999999}",25,0,-50.15607132811365,"{0: 19, 1: 4, 2: 1, 3: 0, 4: 1}",0
6,False,"{'a': 0.8, 'e': 0.8329720049289999}",25,0,-144.98021362030372,"{0: 16, 1: 1, 2: 3, 3: 4, 4: 1}",0
7,False,"{'a': 0.8, 'e': 0.8079828447811299}",25,0,-91.25813155140135,"{0: 13, 1: 3, 2: 9, 3: 0, 4: 0}",0
8,False,"{'a': 0.8, 'e': 0.783743359437696}",25,0,-110.89298902449376,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
9,False,"{'a': 0.8, 'e': 0.7602310586545651}",30,4,-70.10598967810606,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 1}",1
10,False,"{'a': 0.8, 'e': 0.7374241268949281}",20,0,-81.32000547843401,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.8, 'e': 0.7153014030880802}",20,0,-43.835114619090135,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
12,False,"{'a': 0.8, 'e': 0.6938423609954378}",20,0,-72.0611012422571,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
13,False,"{'a': 0.8, 'e': 0.6730270901655747}",25,0,-79.87500211481783,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
14,False,"{'a': 0.8, 'e': 0.6528362774606075}",20,0,-188.01892140867858,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
15,False,"{'a': 0.8, 'e': 0.6332511891367892}",20,0,-160.26596553777696,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
16,False,"{'a': 0.8, 'e': 0.6142536534626856}",25,0,-18.888061449714733,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
17,False,"{'a': 0.8, 'e': 0.595826043858805}",20,0,-95.61331700004799,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
18,False,"{'a': 0.8, 'e': 0.5779512625430409}",35,4,-49.53210966798998,"{0: 24, 1: 1, 2: 4, 3: 2, 4: 0}",1
19,False,"{'a': 0.8, 'e': 0.5606127246667496}",30,0,-39.69351522110787,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
