trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.8, 'e': 0.6967067093471655}",20,0,-145.70786630059487,"{0: 10, 1: 4, 2: 2, 3: 2, 4: 2}",0
2,False,"{'a': 0.8, 'e': 0.029199522301288815}",20,0,-39.26423397580318,"{0: 15, 1: 3, 2: 0, 3: 2, 4: 0}",0
3,False,"{'a': 0.8, 'e': 0.7373937155412458}",20,0,-130.9279852116104,"{0: 12, 1: 5, 2: 0, 3: 0, 4: 3}",0
4,False,"{'a': 0.8, 'e': 0.9982947757947531}",25,0,-95.92175659067199,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
5,False,"{'a': 0.8, 'e': 0.6536436208636119}",20,0,-113.18155839704546,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
6,False,"{'a': 0.8, 'e': 0.08749898343944729}",20,0,-48.311253308550235,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
7,False,"{'a': 0.8, 'e': 0.7755658785102502}",25,0,-129.02092324885706,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
8,False,"{'a': 0.8, 'e': 0.9931849187581926}",20,0,-188.8973477341725,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
9,False,"{'a': 0.8, 'e': 0.6083513145322546}",20,0,-50.185285513409966,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
10,False,"{'a': 0.8, 'e': 0.14550003380861354}",30,13,-9.697698165285981,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
11,False,"{'a': 0.8, 'e': 0.811093014061656}",30,0,-59.49538740447581,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
12,False,"{'a': 0.8, 'e': 0.9846878557941267}",25,0,-104.33632325357611,"{0: 17, 1: 4, 2: 0, 3: 3, 4: 1}",0
13,False,"{'a': 0.8, 'e': 0.5609842574272288}",20,0,-89.74108006944107,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
14,False,"{'a': 0.8, 'e': 0.20300486381875216}",25,5,1.740649043935731,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
15,False,"{'a': 0.8, 'e': 0.8438539587324921}",25,1,-68.98530560506715,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 1}",1
16,False,"{'a': 0.8, 'e': 0.9728325656974354}",30,5,-88.96009240530428,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",1
17,False,"{'a': 0.8, 'e': 0.5117039924531475}",30,0,-36.45254567054273,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
18,False,"{'a': 0.8, 'e': 0.25981735621375585}",20,6,-33.63143074965296,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
19,False,"{'a': 0.8, 'e': 0.8737369830110809}",20,0,-116.51744535181803,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
20,False,"{'a': 0.8, 'e': 0.9576594803233847}",20,0,-93.46602918054546,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
21,False,"{'a': 0.8, 'e': 0.46067858741136253}",20,11,-58.593959935548874,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 1}",1
22,False,"{'a': 0.8, 'e': 0.31574375491924334}",25,7,19.880625511727892,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
23,False,"{'a': 0.8, 'e': 0.90064017238477}",20,0,-120.93373766545733,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
24,False,"{'a': 0.8, 'e': 0.9392203466968696}",30,0,-176.54787038612028,"{0: 16, 1: 4, 2: 6, 3: 2, 4: 2}",0
25,False,"{'a': 0.8, 'e': 0.40808206181339196}",20,2,-31.423763000060838,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
26,False,"{'a': 0.8, 'e': 0.37059332583764143}",30,9,-1.6558644716314612,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
27,False,"{'a': 0.8, 'e': 0.9244717749141217}",20,0,-124.45626261556905,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
28,False,"{'a': 0.8, 'e': 0.9175780505318598}",25,16,-25.349592793969308,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
29,False,"{'a': 0.8, 'e': 0.35409379339635566}",20,2,-59.21863534100433,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
30,False,"{'a': 0.8, 'e': 0.4241790073369969}",30,0,-35.20647323806956,"{0: 24, 1: 1, 2: 4, 3: 1, 4: 0}",0
31,False,"{'a': 0.8, 'e': 0.9451505141481711}",25,0,-231.4156752606305,"{0: 14, 1: 0, 2: 5, 3: 2, 4: 4}",0
32,False,"{'a': 0.8, 'e': 0.8928064017629097}",25,0,-103.25874073415525,"{0: 18, 1: 2, 2: 1, 3: 3, 4: 1}",0
33,False,"{'a': 0.8, 'e': 0.2988979063644682}",20,9,11.015158902142646,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
34,False,"{'a': 0.8, 'e': 0.47631804821501833}",25,0,-29.05947807010978,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
35,False,"{'a': 0.8, 'e': 0.9626058663135666}",30,0,-61.532152530988,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
36,False,"{'a': 0.8, 'e': 0.8649898828201886}",25,0,-122.1932040608891,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
37,False,"{'a': 0.8, 'e': 0.24268264344292018}",25,3,27.812309344356265,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
38,False,"{'a': 0.8, 'e': 0.5268326309626121}",25,0,-36.473036354476946,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
39,False,"{'a': 0.8, 'e': 0.9767783008322618}",25,0,-256.03460428746934,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 6}",0
40,False,"{'a': 0.8, 'e': 0.8342233605065102}",25,0,-190.36471493204104,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
41,False,"{'a': 0.8, 'e': 0.1856397238857843}",25,13,2.813757492563858,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
42,False,"{'a': 0.8, 'e': 0.5755504782013432}",25,20,6.742164969912646,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,False,"{'a': 0.8, 'e': 0.9876194833474773}",25,0,-107.59987025015393,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
44,False,"{'a': 0.8, 'e': 0.8006117624589936}",20,0,-39.720121620314536,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
45,False,"{'a': 0.8, 'e': 0.12796368962740468}",20,13,4.8639952583596315,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
46,False,"{'a': 0.8, 'e': 0.6223054402265364}",20,12,1.1932120252434748,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.8, 'e': 0.9950924405655388}",20,0,-94.45584890436548,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
48,False,"{'a': 0.8, 'e': 0.7642697192987757}",20,0,-60.88915586161689,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
49,False,"{'a': 0.8, 'e': 0.06985124180712729}",25,18,11.140915121569897,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,False,"{'a': 0.8, 'e': 0.6669380616522619}",30,0,-55.24841059463997,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 0}",1
51,False,"{'a': 0.8, 'e': 0.9991716863513789}",20,10,-29.045778153179935,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 0}",1
52,False,"{'a': 0.8, 'e': 0.7253211736891914}",25,0,-122.65436156891573,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
53,False,"{'a': 0.8, 'e': 0.011500569930257757}",25,15,7.116618555727628,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",30,16,27.68729168726514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,0,28.185727415244237,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",25,7,19.830437962445863,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,8,28.689183455186804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,12,28.333228542172456,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",20,0,30.119951514917823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.0, 'e': 0.0}",20,0,31.453679207013373,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",20,13,12.255831993065257,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,12,12.975562283859471,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,14,12.273597465607716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",20,4,19.907195720582582,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,0,16.369819030025322,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0.0, 'e': 0.0}",30,8,42.127465451611855,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",25,0,32.096724382153944,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0.0, 'e': 0.0}",20,0,30.600821030830833,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,True,"{'a': 0.0, 'e': 0.0}",20,5,23.085258018068775,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,13,20.292873634847385,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",25,11,20.872831218798375,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",25,9,26.259732907635588,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,6,27.288356849647094,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
